Index,Date,Mean,Median,P10,P90,Std
NDVI,2025-09-22,0.362713123394535,0.3780854647759446,0.23160762942779292,0.4496967650652775,0.09774573372682277
PRI,2025-09-22,-0.15218000447751748,-0.16345246755353476,-0.21766761995551318,-0.07044025157232706,0.05780869041133545
NDRE,2025-09-22,0.23030196689512789,0.24885484685582193,0.1274800456100342,0.308809737574277,0.07890173290379272
GCI,2025-09-22,1.87470589681557,1.9336237739458995,1.2436725612239272,2.30079882487789,0.4767787324119522
MNDWI,2025-09-22,-0.5062934150510239,-0.506817398763527,-0.5753768701308474,-0.44451038575667656,0.05864452618177437
NDMI,2025-09-22,-0.03827458098516592,-0.036473192595182204,-0.13162061879728368,0.04554620075050403,0.0720712709102486
MVI,2025-09-22,0.9276748996844486,0.9367186348340336,0.8549010846002764,0.9740060543963158,0.054446163434883066
MSI,2025-09-22,1.090028919013553,1.07666604161227,0.9128762986198554,1.3024077833398695,0.16498613109984
